Date,Text,Username,Location
2018-12-26 06:37:12,"@Rainbow941fm Of course corruption destroy nations 
Corruption compounded by incompetence completely exterminate nations. That is what Buhari represents 
Don't let any deplorable person deceive you. #rainbowmornshow",pfatunla1,
2018-12-26 06:36:44,Buhari and Amosun are playing dangerous politics in Ogun state.,CLASSICNAIJA247,Lagos
2018-12-26 06:36:24,@fredliner009 @AdeBanqie @XperiencSwtness @IsuphJt @kennygee_70 @deezer234 @Abdyusuf1984 @Buhari_Ghandi 😂 😂 😂 😂 😂 😂 😂 😂 Just be ready for awa taxes 😁😁😁😁 by force by force u must feed the masses since u have plenty money to buy yatch and private jet.,aktogbaskey,
2018-12-26 06:36:20,"@lordsface3 @ogundamisi @atiku @voahausa @MBuhari Sir I have always voted for Buhari since he started contesting elections.I have consistently been voting for Buhari even when most of you were voting for other candidates.The truth is,Atiku not visiting America may not have any serious impact on his chances.Ask voters if in doubt",emmanuelnnana,
2018-12-26 06:36:07,Jubril buhari has failed Nigerians,Charles06072415,
2018-12-26 06:35:58,"@renoomokri @adeyanjudeji BIG LESSON! Tyranny and oppressive tendencies of government, should never be condone or justified under any guise. Yesterday it was Nnamdi Kanu today it is Adeyanju. Even Adeyanju was justifying Buhari's treatment of NK.  PMB has been hailed into a dragon",CITIZENBC7,EARTH
2018-12-26 06:34:48,@TheNationNews as a northern Buhari is expected to manage the insurgency in the north better as Jonathan and obj did with militancy and OPC,1Verich,
2018-12-26 06:34:19,"Nigerian youth, na so we go dey look wey atiku go become Nigerian president or buhari becoming re-elected again. Goin be a real shame.",Homex91,"Lagos, Nigeria"
2018-12-26 06:34:12,@gbemiro @Bb_MsIncredible @anthonyabakporo @OluwatoyinBalo3 How Buhari take fail in all areas ? Elaborate pls,jibril_taiwo,West Africa
2018-12-26 06:34:00,@fredliner009 @AdeBanqie @XperiencSwtness @IsuphJt @kennygee_70 @deezer234 @Abdyusuf1984 @Buhari_Ghandi 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 Baba want to buy yatch or private jet ni 😂,aktogbaskey,
2018-12-26 06:33:53,"@Drdappy_daps @atiku Babachir Lawal looted IDP fund under Buhari's watch. He hasn't been arrested or prosecuted. He asked, ' who is the presidency?' you people should respond to him. Media trials and arbitrary arrests are not anti-corruption war. Stop the deceit.",Monnylink,Nigeria
2018-12-26 06:33:52,"@HenryAgu_ Have you ever seen anybody vouch for the integrity of 
1. Obasanjo
2. IBB
3. Jonathan.
4. Abdulsalam

Thousands of nigerians including the aforementioned have all testified about buhari's integrity. 

No sane Nigerian has ever accused PMB of stealing.",cashoggy,Nigeria
2018-12-26 06:33:45,"@realDonaldTrump President Trump is bringing the USA troops back home while Buhari is exposing Nigerian troops to death in their husbands in the Northeast.
What a contrast...

Happy Christmas President Trump",Chigold101,
2018-12-26 06:33:40,@UrbanRadio945 buhari telling the wife to prove the cable in govt is a waste of time we know cable runs his govt.#ptp,Ibiamaka2,
2018-12-26 06:33:33,"@Rainbow941fm Babachir, the perpetrator of ₦450m theft, was sitting in a pro Buhari gathering in A/Rock where PMB was talking about how he is fighting corruption 
Brethren how long are we going to tolerate PMB's insult on our collective intelligence? #rainbowmornshow",pfatunla1,
2018-12-26 06:33:25,@Buhari_Ghandi That should tell u he doesn't care about anyone. He thinks money is all that matters bcos he has it so he can control anyone. If offa people and the whole of kwarans did not vote him out massively its their loss. I just wish they can stand by their words and actions now.,aktogbaskey,
2018-12-26 06:32:54,@aktogbaskey @AdeBanqie @XperiencSwtness @IsuphJt @kennygee_70 @deezer234 @Abdyusuf1984 @Buhari_Ghandi Seen it. I'm joining the club next year. 😊 😊 😊 😊 😊 😊,fredliner009,
2018-12-26 06:32:08,"@CITY1051 #TopicalIssues 
So does it means Aisha Buhari is lying against her husband?
The truth is that @MBuhari has allowed himself to be cajoled by these cabals instead of listening to his wife. He has not only failed Nigerians but his immediate family as well. May God help him",iameverjolly,Nigeria
2018-12-26 06:32:02,"@CITY1051 #topicalissues  the summary of Buhari's interview with the V0A is That if buhari wins again, the economic hardship will continue to increase, baba go slow indeed.",Finewilliams1,"Lagos, Nigeria"
2018-12-26 06:31:32,"On AIT News yesterday,they decided to Fact Check Buhari's claims at the NASS about projects on going all over Nigeria. They had reporters give on the spot assessment. All were confirmed to be true by them!! That's the difference and that's integrity at play. @OfficialPDPNig",agape3276,"Port Harcourt, Nigeria"
2018-12-26 06:31:31,@renoomokri @MBuhari if you have work I advise you do it well with your strength than etiku and late. You guys have show you have nothing I mean nothing to offer. In 2015 this is exactly what buhari enemy was busy doing and you have started again and @PDP you will fail again... Nothing than that,daini_sunday,"Victoria Island, Nigeria"
2018-12-26 06:31:23,@lekeakinpelu I agree. What I also know is that Atiku could have been better presented. They haven't done a very good job of positioning him and also rallying the electorate behind him by amplifying Buhari's many missteps and illegitimizing him.,biolakazeem,
2018-12-26 06:30:59,"@TheNationNews Bokoharam? Jonathan routed in just six months? after he changed strategy, Buhari change strategy, stop killing of soldiers",1Verich,
2018-12-26 06:30:56,"AISHA BUHARI: If 15.4m people can bring in a government and only for the government to be dominated by 2 people or 3 people, where are the men of Nigeria?
Vs.
BUHARI: They should come out and say those things they feel were stage-managed by the cabal, which I was forced to do.",OmoseKingsley,"Lagos, Nigeria"
2018-12-26 06:30:55,@AdeBanqie @XperiencSwtness @IsuphJt @fredliner009 @kennygee_70 @deezer234 @Abdyusuf1984 @Buhari_Ghandi ya all seen this yet? Good morning my family.,aktogbaskey,
2018-12-26 06:30:42,@MobilePunch Even Buhari agrees in his heart,bewaise,Lagos 
2018-12-26 06:30:24,"If Buhari's singing of Christmas carol is such a pain in the ass for you, why not get your Atiku to also sing his own. Abi na only one Christmas carol dey?",emperorbukasar,Nigeria
2018-12-26 06:29:48,"Deji is detained despite a court order to release him and you are celebrating because you support Buhari.

Some of you will learn they hard way.

You think its about Deji not realizing you have also lost you right to disagree with the govt",OsinachiHenry,
2018-12-26 06:28:30,Same thing the Atiku team is doing.... Peter Obi has a good bio and I think a lot of Nigerians are routing for him but just like before Osibanjo comes Buhari same also before Peter Obi comes Atiku and imo no difference between Atiku and Buhari.. so whatever.,_CoisaBonita,Safe
2018-12-26 06:27:09,@BubbaSadiq You wish 😂😂😂. In this Buhari economy,kalaharii,
2018-12-26 06:26:51,"BUHARI: They should come out and say those things they feel were stage-managed by the cabal, which I was forced to do. They should mention just one thing.",OmoseKingsley,"Lagos, Nigeria"
2018-12-26 06:26:43,Remember the chronicles of ‘Ijaw President’ by intellectual fraudsters led by Tolu Ogunlesi. Their Buhari cannot grant an interview in English. We have to get interpreters to listen to someone I should call my president. Buhari is the worst thing to happen to Nigeria.,kcnaija,"Abuja, Nigeria"
2018-12-26 06:26:05,I think Atiku is doing the same thing Buhari did. Buhari's team placed Osibanjo at the forefront during the campaign and used him to deceive all Nigerians especially Christians.,_CoisaBonita,Safe
2018-12-26 06:25:30,"After over two years of silence, someone I should call my president grants an interview in Hausa. Like I should start looking for interpreter to listen to whatever garbage he has to say when he knows lingua Franca is English. Like what the hell. Buhari is a divisive demagogue!",kcnaija,"Abuja, Nigeria"
2018-12-26 06:25:23,"@DrCOmole @channelstv The Buhari admin, Tinubu and the APC would not just stop at destroying critical state institutions like the Nigerian Police Force, DSS, EFCC, Army etc, they're also destroying private entities as well. By the time Buhari is done with Nigeria, we might have no country to call ours",Ntob,
2018-12-26 06:25:14,"@julietkego You have already won that bet.
Buhari will get MUCH MORE votes in the South East in 2019.
That's the sad reality.
😂😂😂😂",StDaniels247,
2018-12-26 06:24:54,@deathanticipate @demolala1 @Buhari_Ghandi @Victoria_NGR @Kwara4PMB @HenrySaraki @bukolasaraki @radiokwara @sobi101_9fm May Allah help our state and return it back to people who have the hearts of citizens of kwarans at heart not that bastard.,aktogbaskey,
2018-12-26 06:24:52,@renoomokri @ola_mccoms @feladurotoye @atiku @MBuhari Why must it be Atiku or Buhari. Other registered parties can emerge as president through our votes! People should be wise and ignore this old unwise fool!,lanre_aliyu,Nigeria
2018-12-26 06:24:28,BUHARI: What they are saying (about the cabal) is different from what is happening.,OmoseKingsley,"Lagos, Nigeria"
2018-12-26 06:24:20,"My president Buhari,
Most you have blame for every issues in Nigeria?
Thank God you did not blame PDP and your predecessor!
Note, that is why you're the president!
Thus, we are fade up of your GO SLOW and SOLO!",EdyIyk,Kingdom Program
2018-12-26 06:24:10,What exactly is Buhari’s point of granting his first interview in 2 years in Hausa? Like he doesn’t want many of us to understand him? I should go look for interpreter? He must be an ineffectual buffoon to expect Nigerians to go that length to hear the nonsense he’s blabbed!,kcnaija,"Abuja, Nigeria"
2018-12-26 06:24:10,@elbulk @sodayve Point noted. But that she is from my state and we have folks here don't want to hear Buhari is the reason for the tweet.,amenahuruemu,Abuja
2018-12-26 06:24:02,"@JajaPhD Live your life, leave buhari",Slowburn1188,21st century... 
2018-12-26 06:24:00,"@CITY1051#tropicalissues the only thing i hold against pres. Buhari is that he is not communicating to us, we dont hear him speak to us on radio or tv, or grant interviews. We only hear statements issued by his media aids.",jiokeoyeka,"Lagos, Nigeria"
2018-12-26 06:23:27,"Past rulers, Buhari &amp; Atiku group are not qualified to lead this country to greatness. God have mercy &amp; give Nigeria a Defined Direction.",TRACYNITHERNICO,Nigeria 
2018-12-26 06:23:14,@MobilePunch is that Buhari's economic policy? 4yrs since he said if I recover embezzled monies and block loop holes Nigeria will be fine,1Verich,
2018-12-26 06:23:08,"@Wahrheitnur @Laurestar @atiku @MBuhari @Ayourb @Zahrahmusa @BryteDude @ApanpaOlasumbo @cbngov_akin1 @MrAbuSidiq Even the opposition as crazy as they are, have never accused him of such. Infact, no one claims Buhari has stolen any money, they say other things but not money. So where did you get your lies from",iamderinolar,Nigeria
2018-12-26 06:23:00,"@CITY1051 #Topical Look, Madam Aisha Buhari should also knw, PMB is now an unrepentant democrat, so he will needs to be some how soft 4 ppl.",alapealaba,
2018-12-26 06:22:57,"Forget about story the real buhari is dead and buried"" Nigerian are the most foolish creature on earth, for allowing that imposter from Sudan to stay in aso rock still now"" weak people and noise makers.",UmuodeZone,Aba
2018-12-26 06:22:52,"@MobilePunch Dear Nigerians, madam oby said you should vote out bad leaders like Buhari, if she can't mention his name.",EngrBarth_Sam,Nigeria
2018-12-26 06:22:37,Aisha Buhari as PMB's wife and his better half knows so much that goes on in his government; enough to be taken seriously. She said two powerful men are negatively affecting the performance of husband's government. It's not in his best interest he's not taking it seriously,savingg64220479,"Abuja, Nigeria"
2018-12-26 06:22:14,@toluogunlesi The design for the approach road (and the rail line) was posted and completed by 2014 and u were among the people mocking the cost of the project in the run up to the 2015 election. Fashola was a governor then not a minister. Buhari stopped work on the project in 2015,NwezeOrji,"6.439021,3.462318"
2018-12-26 06:20:53,@yahyayakubanas @toluogunlesi @FMPWH That's another vote buying from Sai Buhari 😀😂😀😀👍👍👍,Tajudee51854458,Nigeria
2018-12-26 06:20:38,"@lordsface3 @ogundamisi @atiku @voahausa @MBuhari Hate buhari how?? Is he feedinge ??? Why will I hate him???  ... I careless about anyone going to the USA because it does not solve our problem, our problem is here in Nigeria not USA.... May you be free from inferiority complex....",iamokike,
2018-12-26 06:20:33,BUHARI That’s her (Aisha's) business. It shows I am a real democrat…,OmoseKingsley,"Lagos, Nigeria"
2018-12-26 06:20:32,@tobat02 @ogundamisi @atiku @voahausa Is obasanjo now a saint? All are the same even your buhari.,movicurtis,
2018-12-26 06:20:30,"President Muhammadu Buhari has said those who are calling him “Baba go -slow” are wrong, saying it’s the system that is slowing the pace of his work.",News_234,Nigeria
2018-12-26 06:20:02,"@elbulk Characteristically, you are sitting on the fence yet again. Your hatred for anything APC supersedes any other sentiment. Deji has been a nuisance. Yes justice but you want Buhari to go against a judges verdict and pull Deji out?",sodayve,Somewhere everywhere
2018-12-26 06:19:46,@adeyanjudeji @aligthebaptist Hahhhh how can this handle stop Buhari's continuity?,nafiu_3,Earth 
2018-12-26 06:19:16,Cabal claims: We need a debate between Buhari and Aisha first.,Jo_Kutuh,"Makurdi, Nigeria"
2018-12-26 06:18:53,"Thank God yesterday was our last Christmas with Buhari as President.
Atikulated",bonitanaija,"Abuja, Nigeria"
2018-12-26 06:18:51,@Sadeeq022 @The_Seeker76 @atiku @YouthsForAtiku @AtikuUnivTour @HOBMakanju @PeperHade @YemieFASH @SKSolaKuti Meanwhile zamfara state governor is the chairman of APC  governors forum who has being mobilizing for Mr Buhari reelection in the face of the unprecedented murder of innocent indegenous people by Fulani bandits,Coolie_Monster,"Bronx, NY| Heathrow, FL ... "
2018-12-26 06:18:50,Cabal claims: We need a debate between Buhari and Aisha first.,joe_kutuh,"Makurdi, Nigeria"
2018-12-26 06:18:45,"Been thinking deeply of how Nigeria will be if BUHARI wins election next year. D suffer &amp; Hardship is too much, crime rate high",TRACYNITHERNICO,Nigeria 
2018-12-26 06:17:05,"@BabaSadiq4 @ogundamisi @atiku @voahausa So Nigeria started 16 yrs ago ??? Buhari is part of people that created this problems, when the military was using coup to get into power what do u think the nation will look like ?? Wake up n free yourself from mental slavery.... Only you can free yourself..",iamokike,
2018-12-26 06:16:20,"@toluogunlesi @EVERSOLIDSB @FMPWH All this achievement despite the National Assembly sabotage.

Kudos to Buhari government.",Tajudee51854458,Nigeria
2018-12-26 06:15:54,"@ClassicFM973 Generally speaking, Buhari regime is moving slowly as snail. I don't think he needed any court process to appoint ministers after inauguration but it took him 6months. #FPN @bukola23",chikesiloms2007,Nigeria
2018-12-26 06:15:44,Buhari doesn't deserve another four years,PaulUtho,Abuja
2018-12-26 06:14:55,I’m alone in my flat cos all my house mate r all enjoying themselves with there family’s. I feel like buhari dey control everything for my flat cos atiku no get chance to be the nxt President insha allahu. Buhari all d way amen 🙏,zeemix31,"Edinburgh, Scotland"
2018-12-26 06:14:54,"@Buhari_Ghandi Balance of #3 million is for the 33 souls killed.

We are in trouble in this country 🙈🙈🚶🚶🚶🚶",Tajudee51854458,Nigeria
2018-12-26 06:14:47,"President Muhammadu Buhari has said he will soon embark on aggressive campaign for the 2019 election, adding that his focus will still be on the fight against corruption, tackling insecurity and improving the economy.",News_234,Nigeria
2018-12-26 06:14:11,Buhari is the only leader that is begged to perform his duties.,mubee4abu,
2018-12-26 06:14:07,"@Chrisbamidele @tmtk84 What is even the basis for that ludicrous comment? What, in there, is an excuse for Buhari?

Someone, who could’ve as well been a Buhari supporter, asked a silly question, &amp; to help him/her make more meaning of the situation, this fact was presented.

Where’s the excuse in there?",mabziz,Your guess is as good as mine
2018-12-26 06:13:08,"@RaypowerNetwork ""This govt won't tolerate kick-backs,inflation of contracts&amp;over-invoicing of imports nor condone forgery, fraud, embezzlement,misuse &amp; abuse of office""Buhari -'84
'18-
Kickback-Ganduje
Contract Inflation-Babachir
Forgery-Adeosun/Obla/Shittu
Abuse of off- Daura",pfatunla1,
2018-12-26 06:13:03,Why we are slow in fighting corruption – President Buhari,TimeUnconscious,Nigeria
2018-12-26 06:11:32,@benmurraybruce @atiku Buhari has done his part in the nation building. That is his best for Nigeria infrastructure. Let another come and tackle the other problem as God help him. God bless Nigeria,movicurtis,
2018-12-26 06:11:21,"President Muhammadu Buhari has said that he is not shaken by critics who called him Baba Go Slow because of his insistence that stolen money must be followed and retrieved, no matter how long it would take.",News_234,Nigeria
2018-12-26 06:10:16,"Buhari and his wife Aisha, are having a very public spat.

Aisha: ""My husband Buhari's government is controlled by two men"".

Buhari: ""I challenge Aisha my wife to name the two men running my government"".

God help Nigeria...",afrispheric,
2018-12-26 06:10:00,"@MobilePunch I've said it before and I'm saying it again, unless Buhari is given a script to read, dats wen he makes small sense... Collect d script from him and u will be discover dat Buhari doesn't have sense at all",jabusky17,somewhere close to ....
2018-12-26 06:09:49,AKWA-IBOM FINALLY GRANTS BUHARI ACCESS TO USE STADIUM FOR CAMPAIGN.,gmarrus,Nigeria
2018-12-26 06:09:03,"The Presidency has warned political appointees, government officials and party officials  against using President Muhammadu Buhari’s name to extort people or exert influence",News_234,Nigeria
2018-12-26 06:08:48,Damn President Buhari is looking more Healthy than Vp Osinbajo!!!,victormatt4,"kano,Nigeria"
2018-12-26 06:08:47,I WILL CONTINUE AS BABA GO SLOW UNTIL I RETRIEVE EVERY STOLEN MONEY- BUHARI.,gmarrus,Nigeria
2018-12-26 06:08:14,"@benmurraybruce @atiku No body is a saint either past or presently. We are all human. Let us not capitalize on the wrong past of others to judge them, Atiku looted and buhari missused funds in the past. Let focus on the present.",movicurtis,
2018-12-26 06:08:01,“I’m not baba go slow” - buhari,donald_obiora,"Abuja, Nigeria"
2018-12-26 06:07:30,"About 7 local government in Adamawa state was held by BHT, before Buhari came and set them free. Atiku is an ingrate to contest against Buhari. ~ @Oladeleomojola",Nigeriapolitic4,
2018-12-26 06:07:22,"@biolakazeem APC had something to sell - 'Change', &amp; Buhari's much touted stance against corruption, and we bought it especially with the ineffectual GEJ. PDP actually has nothing to sell Atiku with,rather than   mudslinging. PDP in Lagos? Those ones are like d world cup - every 4 -4 years.",lekeakinpelu,
2018-12-26 06:07:07,@SplashFM1055 @seunomoakinola @MBuhari Failure is when u blame everyone for your own misfortune.Why can't Buhari just check himself for once? Almost for years in the saddle no single reform to change that so that court process can be faster.What about the appointment of ministers that took him 6 months?Pmb is a snail.,subabj,Lagos
2018-12-26 06:07:00,"@BashirAhmaad @MBuhari I asked you a simple question few days ago and you refused to answer. Who is funding the Buhari media center? It's not an agency of the federal government.....who is funding it then? I await your answer Mr Bashir, since you are one of the coordinators.",FidelisGalileo,
2018-12-26 06:06:34,CABAL ALLEGATION: PROVIDE EVIDENCE- BUHARI TELLS WIFE.,gmarrus,Nigeria
2018-12-26 06:06:02,@Lakebond007 Morning Buhari's child,ifoturuan,Nigeria
2018-12-26 06:05:24,"@PremiumTimesng Your enemies baba Buhari, such as Chuks Deji, lacks what to say.",ArchibongEssie3,
2018-12-26 06:05:19,@247Crux @scarfizal Ruminants of PDP 16 years mismanagement. Buhari will clear all the PDP mess including banditary,ng_newsreact,
2018-12-26 06:04:22,"The Nigeria Labour Congress has said Nigerians should not blame the union for the looming industrial strike in January owing to what it perceived as the silence of President Muhammadu Buhari over the N30,000 minimum wage.",News_234,Nigeria
2018-12-26 06:04:07,"@benmurraybruce @atiku I is will with our nation shaaa. Nigerian are so confused, they no longer know were they stand. Today buhari , tomorrow Atiku. There is no government who has no bad record. Let the past go. Individual we all have bad past and we forget about them.",movicurtis,
2018-12-26 06:04:04,@farooqkperogi This is nothing unusual .Buharists are making a case out of it because Buhari is known to be an ethnic bigot and religious fanatic.,Igbagordonz3,"Abuja, Nigeria"
2018-12-26 06:03:35,"@Chubalus16 @adebanjo_jamiu @renoomokri @adeyanjudeji @JeffFlake @MBuhari The person you replied literally has ""I am a Buharist"" on his profile. Adeyanju already tagged all supporters of Buhari 'foolish, unfortunate, bastards etc.'

Why/how would you expect such 'people' to give a damn about his incarceration? 🤔",Adebvla,Nigeria
2018-12-26 06:03:29,@NigeriaInfoAbj its obvious that Aisha Buhari as more integrity than d so called Mr. Integrity PMB. This failed PMB govt is govt of cabal's,SHYDOO,abuja - nigeria
2018-12-26 06:03:23,"@AdejareJimi @Yaplumb1 @fkeyamo @OfficialPDPNig @atiku It is a misconception and myopic when people say @atiku had 8 years but didn't restructure Nigeria. I school you on the dominance of a presidential system with your @osinbajo. Osinbajo and Buhari differ on State Police, why has the former not approved the reform?",JTRCwithAtiku,Nigeria
2018-12-26 06:02:47,@Mz_Tosyn If I hear. U belong to Buhari twitter. Lots of drama there,IgweOfficial,Canada 🇨🇦 | Nigeria 🇳🇬
2018-12-26 06:02:28,"@Elcrucifixio @oluwapower Why are you guys so obsessed with Buhari, he wishes Nigeria people merry Xmas, problem, if he doesn’t wahala. You guys should get a life",teejaybaba,"Helsinki, Finland"
2018-12-26 06:02:28,@JajaPhD Always buhari... U better go find something do,hussein_olaitan,"Lagos, Nigeria"
2018-12-26 06:02:26,"@Omojuwa It is morally wrong for you to stay away from criticising Buhari the way you did GEJ, we had a bad Government but we have worse now.",AlvinHustle,"Lagos, Nigeria"
2018-12-26 06:02:01,A lot of us opposed Jonathan's reelection due to his negligence of insecurity in the country not knowing that Buhari and Jonathan are just danjumma and danjummai,MI_galadima,zamfara
2018-12-26 06:01:12,Buhari challenged wife Aisha to prove her allegation of two super power  usurpers in Aso Rock. This is unbelievably absurd. The first family digging-it-out publicly? Shameful!,john_danfulani,"Kaduna, Nigeria"
2018-12-26 06:01:02,@lekeakinpelu Buhari was a harder sell Leke. APC did the work of selling him. They found the resources to sell. Atiku cannot be a harder sell than Buhari. PDP is actually a very lazy party in doing the work. I have seen enough of them in Lagos to know.,biolakazeem,
2018-12-26 05:59:47,"@m_kwam @aligthebaptist @MBuhari @ProfOsinbajo @aishambuhari @DolapoOsinbajo This right here is what makes me smh 4 Nigeria.
Citizens threatening odas with prison 4 tyrant buhari
Some pple do not understand free speech,that is why they manipulate d limits of free speech.
D free speech u enjoy to threaten some1 else wit prison is d free speech deji has 2",Ezbaronkings,Nigeria
2018-12-26 05:59:10,"@PremiumTimesng Oooh baba Buhari, God is always with you, for He has fought those enemies that doesn't want you to use that stadium at the first insight. So they have changed their thinking and thoughts.",ArchibongEssie3,
2018-12-26 05:58:40,@MobilePunch Saraki too has failed Nigerians as the president of the senate not only Buhari by passing only selfish Bills for himself and his partners in crime. Bills that are anti people. They are all Law breakers and not law makers.,ola4life,Lagos
2018-12-26 05:58:05,"@AishaYesufu We are yet to witness the end of this issue. When Buhari is voted out of office, EFCC will do the needful. Hopefully, more evidence of his criminal empire will be brought to light.",aiajayi,"East London, South Africa"
2018-12-26 05:58:00,"@GabrielUdokachi @fredliner009 It's been 24hrs non stop power supply in my area of Abuja. No matter what anyone says against Buhari, Power has really improved.",PHEMY37,"Abuja, Nigeria"
2018-12-26 05:57:49,See ehn buhari needs to declare state of emergency ASAP if our graduates can’t tell the difference between competence and incompetence,scarfizal,Abuja
2018-12-26 05:57:48,"@RaypowerNetwork #UMS Madam Aisha Buhari should also know Buhari is now an unrepentant democrat, so he will needs to be some how soft 4 ppl",alapealaba,
2018-12-26 05:57:34,@GarShehu please let President Muhammad Buhari know the importance of minimum wage to do it quickly,imamosere,"Ilorin, Nigeria"
2018-12-26 05:56:32,"@Victoria_NGR Seriously people like this need to be arrested and prosecuted. They're trying to put citizens against state machineries. A lie that's so glaring, yet some people are liking &amp; believing just because they hate Buhari. Now if he is arrested, they'll start hypo. cmpgn #free...",theiobserver,"Zaria, Nigeria"
2018-12-26 05:56:22,"All through Obasanjo to GEJ tenure, JAMB only remitted  N52 Million to FG. But,  just in 2years under Buhari tenure, JAMB remitted over N15 Billion. Can you imagine that! And one idiot will tell me to vote Atiku and PDP. It's like you people are all MAD! 😡",iam_mdlaw,"Birnin-Kebbi, Nigeria"
2018-12-26 05:56:12,"@Drdappy_daps @geof4real @ArtuMarkus @ogundamisi @atiku @voahausa Ask yourself why @EFCC have refused to arrest him rather than blackmail him endlessly with ""American visit"" as if that will solve the country's current dilemma under Buhari! Pls save your rants, Atiku we believe! Thief or not!",DjFrankwhyt,United Kingdom
2018-12-26 05:55:55,"@edonbetter @Omojuwa You worked for Buhari in 2015,So why are you not working for him now?Una eyes don clear.Did you work for him for free?",owasi77,
2018-12-26 05:55:33,"Hypocrisy is when you did not sing happy Christmas song in 2015, 2016 &amp; 2017 but you jump to sing that in 2018 because election is two months away.

What is Buhari /Osinbajo taking us for? 
Nigerians be wise!!!!!!!",modebolanle,Lagos Nigeria 
2018-12-26 05:54:11,@DrCOmole @Papadonkee @CTVpolitics @channelstv Because they work for buhari.🤐,ThonyAgbo,Abuja
2018-12-26 05:54:02,2019: Shehu Sani reacts as Gov. Emmanuel finally opens Godswill Akpabio Stadium for Buhari,UyoGist,Nigeria
2018-12-26 05:53:04,"@oginni_lanre @CTVpolitics @seunokin without Jonathan Buhari is lost. Mainly Yorubas, educated or not look at things 4m an ethnic prism",1Verich,
2018-12-26 05:52:19,Christmas has never been this short 😭 Buhari must go,MaliqNero,far from home
2018-12-26 05:51:18,@NigeriaInfoAbj it is too late 4 Buhari 2 b given unnecessary excuses abt his failure. Nigerians will slowly flush PMB out n back 2 Daura.,kingshadoo2016,
2018-12-26 05:49:19,"@farooqkperogi I thought Pres. Buhari will center his thought on the challenges of insecurity esp. with the ugly reoccu. In Zam, Yobe, kaduna and other states in Nig. I thought by today we will see on headlines that the Pres. has sacked his service chiefs for failure and incompetence😢",ummita71,
2018-12-26 05:49:17,"@DjFrankwhyt @geof4real @ArtuMarkus @ogundamisi @atiku @voahausa What are you posting brah? How does the protests relate to him traveling or not? It's so disgusting when people negate facts for political reasons or hate, a man with criminal records shouldn't rule the country, it's that easy.. but oh it's Buhari u rather vote Clifford orji",Drdappy_daps,United States
2018-12-26 05:49:06,"@AishaYesufu Mr kwarapsion is a destroyer of democracy, not his first time, he has come to destroy our democracy, he did it in 1983 when he overthrown the then civilian president. Buhari is only doing what he know how to do best. Thank God everyone can all see how evil he is to our democracy",Atiku4BetaNaija,Lagos Nigeria
2018-12-26 05:48:56,"@farooqkperogi Baba Buhari comprehensive skill is still very poor even as he age....

Sad he's having another meaning to baba go slow.",owolabitaiwo,lagos-Nigeria
2018-12-26 05:48:30,@Donprince4i @AishaYesufu @MBuhari Are you saying Buhari is doing enough to ensure security in Zamfara and she's just lying or you're just a political dog ?,adeckvick,"Hunan, China."
2018-12-26 05:48:22,"@Omo_Bolaj @tolu_tezzy That one too hard self,
Ask am how many inches b president buhari gap teeth be",Jasontoni2,somewhere 
2018-12-26 05:48:07,@officialKolaO @MBuhari Ooooooooh you are in a severe pains just because of that? That tells you that President Buhari don't discriminate against any religion. But you people will just finish your self over him. He will teach you more lesson. PMB is the answer.,ADEADE95230527,
2018-12-26 05:48:01,"@NigeriaInfoAbj under Buhari, our soldiers have become endangered species n kill everyday by BH. Its un4tunate that we r nt safe under PMB",kingshadoo2016,
2018-12-26 05:47:48,@GovAyoFayose That is how you re reliably informed that Buhari will islamize Nigeria.,awokoyaola,"Lagos, Nigeria"
2018-12-26 05:47:20,@1105stan Mad oh 😂😂,buhari_joshua,"Lagos, Nigeria"
2018-12-26 05:46:36,"Assalamu alaykum warahmatullah to u all my bestie especially the unshakable, unbiased  President Muhammad Buhari who has served as a hook to all the looters in the country. Inshaa Allaah u will definitely live to witness 2019 election in good health and end the tenure successful.",AbdullahiTakuma,"Samaru, Nigeria"
2018-12-26 05:46:25,"How I wish, how I just wish that Buhari would lose this election.",Lopeziyke_,"Port Harcourt, Nigeria"
2018-12-26 05:46:00,"On AIT News yesterday,they decided to Fact Check Buhari's claims at the NASS about projects on going all over Nigeria. They had reporters give on the spot assessment. All were confirmed to be true by them!! That's the difference and that's integrity at play.",nwachukwum,Lagos 
2018-12-26 05:45:19,"@seunomoakinola @SplashFM1055 @MBuhari #TheConversation . Good morning Mr Oluwaseun Akinola. President Muhammad Buhari is right. The system will be slow when the National Assembly and the presidency are not in good term. When he presented the budget last week, he was booed by some NASS members.",AbuKasimu3,
2018-12-26 05:45:10,@AishaYesufu With all this your propagandas and hypocrisy... Buhari will still win 2019 election if God willing..,paparazee007,"Kaduna,nigeria"
2018-12-26 05:42:53,@askforlaw @DejiOlatunde Your opinion. Never to buhari,Segun72876870,"Agbara, Nigeria"
2018-12-26 05:42:52,"@ChuksMultiP @PremiumTimesng Chuks, it's only a stupid person that could used such an insane, provocative and annoying words to a man of good characters like our president Muhammadu Buhari. Remain quiet if you don't have words to say.",ArchibongEssie3,
2018-12-26 05:42:08,"@ChefEneSoulfood You for confront her, and if she no change make we SHAME AND TELL THE WHOLE WORLD THIS BABE NA FRAUD LADIES BEWARE, for this buhari time wey everybody dey conservative cash na hin one person dey do dis?",Ogunwaref1,Lagos
